年度,管制編號,事業名稱,事業統編,直接排放量(公噸CO2e),能源間接排放量(公噸CO2e),合計排放量(公噸CO2e),縣市別,行業分類,地址,緯度,經度
113,H43C1277,日月光半導體製造股份有限公司中壢分公司封測七廠,76027628,151.0651,"60,545.8175","60,696.883",桃園市,半導體製造業,320台灣桃園市中壢區中華路一段550號,24.9708138,121.2522347
113,H43C1811,日月光半導體製造股份有限公司中壢分公司封測八廠,76027628,119.9303,"58,084.8581","58,204.788",桃園市,半導體製造業,320台灣桃園市中壢區中華路一段550號,24.9708138,121.2522347
113,H4406937,新科光電材料股份有限公司桃園廠,27366467,"10,552.9342","44,295.8688","54,848.803",桃園市,塑膠製品製造業,335台灣桃園市大溪區新光東路76巷80號,24.9213613,121.2870671
113,H4500458,力鵬企業股份有限公司楊梅廠,33955322,"67,103.4858","21,042.1227","88,145.609",桃園市,染整業,326台灣桃園市楊梅區新榮路339號,24.9554337,121.1570856
113,H4500743,中興紡織廠股份有限公司楊梅化纖廠,35082604,"24,186.6587","50,586.7968","74,773.456",桃園市,人造纖維製造業,326台灣桃園市楊梅區中山南路567號,24.9022389,121.131159
113,H4500850,白馬窯業股份有限公司楊梅廠,34258318,"28,131.1982","10,186.0704","38,317.269",桃園市,耐火、黏土建材及其他陶瓷製品製造業,326台灣桃園市楊梅區電研路5號,24.9494344,121.1650053
113,H4501008,萬洲化學股份有限公司楊梅一廠,3244705,"39,130.7794","12,795.494","51,926.273",桃園市,塑膠及合成橡膠原料製造業,32663台灣桃园市杨梅區民富路二段199巷15號,24.924412,121.1105844
113,H4501339,統一企業股份有限公司楊梅廠,73251209,"12,534.3874","14,355.3744","26,889.762",桃園市,乳品製造業,326台灣桃園市楊梅區民富路一段301號,24.9200866,121.1285162
113,H4502201,建榮工業材料股份有限公司楊梅廠,86691377,"8,861.8061","17,563.4064","26,425.213",桃園市,織布業,326台灣桃園市楊梅區民豐路277號,24.9315351,121.1174316
113,H4503575,合晶科技股份有限公司楊梅廠,16138282,"1,477.4933","18,724.4334","20,201.927",桃園市,其他電子零組件製造業,326台灣桃園市楊梅區蘋果路1號,24.9021905,121.1831785
113,H4504705,紘楷股份有限公司,70738116,"18,169.305","3,602.0208","21,771.326",桃園市,染整業,326台灣桃园市杨梅區楊新路三段4巷19號,24.930083,121.128685
113,H45A1887,永豐餘消費品實業股份有限公司楊梅廠,22327037,"28,206.6565","18,062.8128","46,269.469",桃園市,其他紙製品製造業,326台灣桃園市楊梅區梅高路二段668巷70號,24.9482628,121.1507052
113,H45C0110,欣興電子股份有限公司楊梅廠,23535435,"4,696.8896","73,108.2432","77,805.133",桃園市,印刷電路板製造業,326台灣桃園市楊梅區梅獅路一段426巷68號,24.9158656,121.1716773
113,H45C2819,景碩科技股份有限公司幼獅廠,70785139,"1,989.4726","37,948.6296","39,938.102",桃園市,印刷電路板製造業,326台灣桃園市楊梅區高獅路580號,24.9251134,121.1605358
113,H4600551,大統新創股份有限公司染整廠,22267777,"9,257.1596","3,961.1232","13,218.283",桃園市,染整業,338台灣桃園市蘆竹區榮安路9號,25.0610915,121.2832991
113,H4600579,大同染整股份有限公司桃園廠,7014916,"17,075.411","4,009.2816","21,084.693",桃園市,染整業,338台灣桃園市蘆竹區新南路一段338-1號,25.0412055,121.2960452
113,H4600659,州霖股份有限公司,23271588,"9,438.2876","3,966.7164","13,405.004",桃園市,染整業,338台灣桃園市蘆竹區橋頭街196號,25.082376,121.2813561
113,H4601129,華通電腦股份有限公司一廠,4401392,"2,341.3122","43,527.0123","45,868.325",桃園市,印刷電路板製造業,338台灣桃園市蘆竹區大新路814巷91號,25.0253581,121.2422448
113,H4601227,義芳化學工業股份有限公司桃園廠,15395706,"375,612.6785","34,525.3846","410,138.063",桃園市,化學原材料製造業,338台灣桃園市蘆竹區海湖里海湖東路375號,25.1065564,121.2713767
113,H4601272,華通電腦股份有限公司三廠,4401392,558.4196,"51,641.2655","52,199.685",桃園市,印刷電路板製造業,338台灣桃園市蘆竹區大新路814巷91號,25.0253581,121.2422448
113,H4601290,台硝股份有限公司桃園廠,38033305,"43,849.6726","17,278.6651","61,128.338",桃園市,未分類其他化學製品製造業,338台灣桃園市蘆竹區大坑街25號,25.1078696,121.2754835
113,H4601398,南亞塑膠工業股份有限公司錦興廠,75370905,"765,812.8787","12,938.304","778,751.183",桃園市,光電材料及元件製造業,33859台灣桃园市芦竹区南崁路一段336號A棟宿舍一樓,25.0565392,121.283691
113,H4602199,義美食品股份有限公司南崁廠,11768704,"22,694.2751","29,540.3976","52,234.673",桃園市,其他食品製造業,338台灣桃園市蘆竹區南工路一段11號,25.0603117,121.2789335
113,H4602313,環泰企業股份有限公司南崁廠,12529007,"27,598.5016","4,201.9571","31,800.459",桃園市,其他食品製造業,338台灣桃園市蘆竹區南青路1156巷75號,25.0557351,121.2718702
113,H4603972,三義化學工業（股）公司桃園海湖廠,23827741,"6,382.5205","70,333.4928","76,716.013",桃園市,化學原材料製造業,338台灣桃園市蘆竹區海山中街85號,25.1095077,121.2647043
113,H4604488,環球水泥股份有限公司海湖石膏板廠,7568009,"29,394.5174","4,956.8413","34,351.359",桃園市,其他非金屬礦物製品製造業,338台灣桃園市蘆竹區海山中街18號,25.1069651,121.2611543
113,H4604568,長生電力股份有限公司,96933037,"1,990,041.0593","1,107.264","1,991,148.323",桃園市,電力供應業,338台灣桃園市蘆竹區濱海路一段199號,25.116249,121.257084
113,H4605074,南亞電路板股份有限公司錦興廠,16096804,"4,142.7904","349,777.2408","353,920.031",桃園市,印刷電路板製造業,33859台灣桃园市芦竹区南崁路一段336號A棟宿舍一樓,25.0565392,121.283691
113,H4605609,東明纖維工業股份有限公司蘆竹廠,7205416,"19,731.5843","4,053.2688","23,784.853",桃園市,染整業,338台灣桃園市蘆竹區長興路三段219巷13號,25.0703474,121.2789133
113,H4605636,敬鵬工業股份有限公司第二廠,43816068,978.8634,"21,167.418","22,146.281",桃園市,印刷電路板製造業,338台灣桃園市蘆竹區南山路二段5巷17號,25.060893,121.2864371
113,H4606848,台耀化學股份有限公司蘆竹廠,96922622,"9,484.0002","26,257.756","35,741.756",桃園市,未分類其他化學製品製造業,338002台灣桃園市蘆竹區和平街36號,25.0924844,121.2771791
113,H46A1149,欣興電子股份有限公司蘆竹二廠,23535435,866.0505,"30,371.6448","31,237.695",桃園市,印刷電路板製造業,338台灣桃園市蘆竹區南山路二段470巷21號,25.0735862,121.2874817
113,H46B0495,世界先進積體電路股份有限公司晶圓三廠,84149358,"79,203.3013","225,142.6256","304,345.927",桃園市,半導體製造業,338台灣桃園市蘆竹區南崁路一段338號,25.0553661,121.2826331
113,H46B0524,敬鵬工業股份有限公司第二之二廠,43816068,"3,383.3193","31,243.0464","34,626.366",桃園市,印刷電路板製造業,338台灣桃園市蘆竹區南山路二段5巷17號,25.060893,121.2864371
113,H4700645,正隆股份有限公司大園廠,33085508,"192,211.6712","130,902.7731","323,114.444",桃園市,紙漿、紙及紙板製造業,337台灣桃園市大園區大工路116號,25.0700511,121.1789244
113,H4701017,國聯矽業化學股份有限公司,36550632,"21,854.9692","14,053.3995","35,908.369",桃園市,化學原材料製造業,337台灣桃園市大園區民權路12號,25.0758896,121.1836368
113,H4701071,科德寶遠東股份有限公司,22663158,"3,773.5532","30,907.0752","34,680.628",桃園市,不織布業,33751台灣桃園市大園區38號,25.0465113,121.1907958
113,H4702336,大園汽電共生股份有限公司,84526079,"543,718.9847","5,445.0063","549,163.991",桃園市,電力供應業,337台灣桃園市大園區潮音北路276號,25.0793269,121.1759049
113,H4703600,華通電腦股份有限公司大園廠,4401392,415.5722,"42,325.6404","42,741.213",桃園市,印刷電路板製造業,337台灣桃園市大園區中山北路275號,25.0762116,121.1857056
113,H47A0889,連大興有限公司,80445899,"17,170.2368","14,077.0017","31,247.239",桃園市,染整業,337台灣桃園市大園區中山北路246號,25.0707123,121.1923748
113,H47A6144,集盛實業股份有限公司大園廠,43295237,"2,043.1019","23,025.0362","25,068.138",桃園市,紡紗業,337台灣桃園市大園區大工路17號,25.0685527,121.1787306
113,H47A8358,欣興電子股份有限公司大園廠,23535435,"1,130.8566","30,838.6296","31,969.486",桃園市,印刷電路板製造業,320台灣桃園市大園區民權路5號,25.0778893,121.1846779
113,H4801478,南亞塑膠工業股份有限公司工三廠,75370905,"111,934.5873","236,563.6367","348,498.224",桃園市,人造纖維製造業,333台灣桃園市龜山區文明路6號,25.0620289,121.3734827
113,H4801709,宏洲纖維工業股份有限公司桃園工廠,7220710,"12,356.3687","22,036.3648","34,392.734",桃園市,人造纖維製造業,333台灣桃園市龜山區宏洲街29號,25.010259,121.344375
113,H4803507,台灣中油股份有限公司煉製事業部桃園煉油廠,3707901,"1,264,778.7979","163,671.1382","1,428,449.936",桃園市,石油及煤製品製造業,333台灣桃園市龜山區民生北路一段50號,25.033276,121.3059734
113,H4806222,欣興電子股份有限公司山鶯一廠,23535435,"1,405.9018","42,682.3652","44,088.267",桃園市,印刷電路板製造業,333台灣桃園市龜山區山鶯路179號,24.9816539,121.3305982
113,H4806348,穩懋半導體股份有限公司華亞廠,70752257,"13,545.1856","10,289.0232","23,834.209",桃園市,半導體製造業,333台灣桃園市龜山區科技七路69號,25.0433928,121.3754587
113,H4809607,中環股份有限公司林口三廠,12205020,24.8037,"33,229.6529","33,254.457",桃園市,資料儲存媒體製造業,333台灣桃園市龜山區文化二路215號,25.048472,121.3763636
113,H4810799,國光電力股份有限公司,70833553,"1,034,291.2835","1,791.72","1,036,083.004",桃園市,電力供應業,333台灣桃園市龜山區南上里北油1區11號,25.0404917,121.3440136
113,H4810851,華亞汽電股份有限公司華亞汽電廠,70783006,"1,649,346.4031",,"1,649,346.403",桃園市,電力供應業,333台灣桃園市龜山區華亞一路98號,25.0344928,121.373079
113,H4886999,穩懋半導體股份有限公司華亞二廠,70752257,"14,673.7673","24,925.3848","39,599.152",桃園市,半導體製造業,333台灣桃園市龜山區科技七路69號,25.0433928,121.3754587
113,H4887978,欣興電子股份有限公司精密載板事業部三廠,23535435,"3,332.1195","67,090.0453","70,422.165",桃園市,印刷電路板製造業,333台灣桃園市龜山區山鶯路179號,24.9816539,121.3305982
113,H4888493,友達光電股份有限公司桃園分公司華亞廠,84149738,"6,763.6559","219,744.1669","226,507.823",桃園市,光電材料及元件製造業,333台灣桃園市龜山區華亞二路189號,25.0469273,121.3731365
113,H4888582,台灣美光晶圓科技股份有限公司二廠,80353271,"45,659.4744","400,180.7303","445,840.205",桃園市,半導體製造業,"No. 2號, 里華亞五路, 龜山區桃園市台灣 333",25.0358706,121.3748919
113,H4889310,欣興電子股份有限公司精密載板事業部一廠,23535435,"2,625.3468","42,391.4622","45,016.809",桃園市,印刷電路板製造業,330台灣桃園市桃園區興邦路38號,24.9822988,121.3243918
113,H4889454,台灣美光晶圓科技股份有限公司一廠,80353271,"55,041.8572","372,321.2607","427,363.118",桃園市,半導體製造業,333台灣桃園市龜山區復興三路667號,25.0384005,121.3738286
113,H4895112,廣達電腦股份有限公司總廠,22822281,809.3464,"28,072.9344","28,882.281",桃園市,電腦及其週邊設備製造業,333台灣桃園市龜山區文化二路211號,25.0497257,121.3748722
113,H48A3353,晶碩光學股份有限公司,25021158,182.223,"36,558.9602","36,741.183",桃園市,眼鏡製造業,333台灣桃園市龜山區興業街5號,24.988119,121.3277899
113,H48A7682,欣興電子股份有限公司精密載板事業部二廠,23535435,"2,476.8382","67,123.8849","69,600.723",桃園市,印刷電路板製造業,330台灣桃園市桃園區興邦路38號,24.9822988,121.3243918
113,H48B0554,穩懋半導體股份有限公司龜山廠,70752257,"5,462.3622","41,638.4352","47,100.797",桃園市,半導體製造業,333台灣桃園市龜山區山鶯路200-5號,24.9867749,121.3261721
113,H48B1750,亞東工業氣體股份有限公司華亞氣體廠,22522453,7.2675,"27,662.9028","27,670.17",桃園市,化學原材料製造業,328台灣桃園市觀音區玉林路二段22號,25.0557176,121.1011197
113,H48B6522,欣興電子股份有限公司山鶯二廠,23535435,754.2753,"32,024.9568","32,779.232",桃園市,印刷電路板製造業,333台灣桃園市龜山區山鶯路179號,24.9816539,121.3305982
113,H4903093,中華科盛德光罩股份有限公司,16083358,549.651,"15,923.4716","16,473.123",桃園市,半導體製造業,334台灣桃園市八德區和平路1127-3號,24.9643888,121.322514
113,H49A2429,凌巨科技股份有限公司八德廠,16432742,"38,237.7546","80,277.3605","118,515.115",桃園市,光電材料及元件製造業,334台灣桃園市八德區和平路1127號,24.9668906,121.3208406
113,H5001589,艾克爾國際科技股份有限公司龍潭廠,16631664,"6,825.2433","37,759.5816","44,584.825",桃園市,半導體製造業,325台灣桃園市龍潭區中豐路高平段1號,24.8417332,121.2108995
113,H5002362,友達光電股份有限公司桃園分公司,84149738,"6,282.0611","137,964.1569","144,246.218",桃園市,光電材料及元件製造業,333台灣桃園市龜山區華亞二路189號,25.0469273,121.3731365
113,H5008211,友達光電股份有限公司龍科廠,84149738,"7,962.2348","221,800.1122","229,762.347",桃園市,光電材料及元件製造業,325台灣桃園市龍潭區龍科街228號,24.8775881,121.1859654
113,H50A1985,合晶科技股份有限公司龍潭廠,16138282,"2,040.6348","41,905.2024","43,945.837",桃園市,半導體製造業,325台灣桃園市龍潭區龍園一路100號,24.8849954,121.1873237
113,H50A6430,台灣積體電路製造股份有限公司先進封測三廠,22099131,"14,036.5883","193,192.4887","207,229.077",桃園市,半導體製造業,325台灣桃園市龍潭區龍園六路101號,24.8836369,121.1855573
113,H50A6777,美商蘋果電子股份有限公司台灣分公司,54393468,"1,146.6011","16,372.7184","17,519.32",桃園市,光電材料及元件製造業,325台灣桃園市龍潭區龍園十路55號,24.8874319,121.1857539
113,H50B3948,美商蘋果電子股份有限公司台灣分公司龍三廠,54393468,116.2519,"7,577.2692","7,693.521",桃園市,光電材料及元件製造業,325台灣桃園市龍潭區龍園十路55號,24.8874319,121.1857539
113,H50B4708,采鈺科技股份有限公司龍潭廠,80601119,"1,033.9896","10,209.5485","11,243.538",桃園市,半導體製造業,325台灣桃園市龍潭區龍園一路89號,24.8869628,121.1881067
113,H5100952,新光合成纖維股份有限公司中壢廠,7435515,"95,137.3145","147,286.6376","242,423.952",桃園市,紡紗業,324台灣桃園市平鎮區延平路三段223號,24.9378588,121.2023161
113,H51A5615,鉅輝鋼鐵股份有限公司,13079654,"14,928.9878","7,322.3463","22,251.334",桃園市,金屬結構及建築組件製造業,324台灣桃園市平鎮區洪圳路326號,24.9070754,121.2511941
113,H5200215,永豐餘工業用紙股份有限公司新屋廠,27719048,"515,705.7465","24,780.3242","540,486.071",桃園市,其他紙製品製造業,327台灣桃園市新屋區永福路281號,24.9810267,121.0400091
